repo,condition,rows,parse_ok,actor_recall,use_case_recall,path_fidelity,behavior_coverage,unsupported_feature_rate,elapsed_sec,composite_score,artifact_chars,predicted_use_cases
4jean__lav_sms,file_tree_only,6,1.0,0.5833333333333334,0.1818181818181818,0.0,0.05578726429930381,0.7222222222222222,18.511833333333332,21.644889772570366,4907.0,7.666666666666667
4jean__lav_sms,full_selected_context,6,1.0,0.4166666666666667,0.21212121212121213,0.0,0.10843510751387693,0.6583333333333333,35.0315,20.80076903695058,50577.0,5.666666666666667
4jean__lav_sms,oracle_upper_bound,6,0.8333333333333334,0.3333333333333333,0.21212121212121213,0.05109126984126983,0.09040470018457834,0.6416666666666667,35.47233333333333,20.0521383238365,50594.0,5.5
4jean__lav_sms,random_code_same_budget,6,0.8333333333333334,0.20833333333333334,0.1818181818181818,0.005208333333333333,0.10977682701083379,0.6944444444444445,26.749666666666666,15.336677657687758,35828.0,5.0
4jean__lav_sms,readme_only,6,0.8333333333333334,0.375,0.16666666666666666,0.0,0.09997463471094302,0.7220238095238095,17.810999999999996,17.612714758759385,3576.0,5.333333333333333
4jean__lav_sms,readme_plus_code,6,0.8333333333333334,0.2916666666666667,0.196969696969697,0.03125,0.09821763959603107,0.6958333333333333,30.543333333333333,17.86720398787986,39646.0,5.5
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,6,1.0,0.5,0.23809523809523805,0.018849206349206348,0.10536288197041153,0.7708333333333334,14.098666666666665,22.582427356540297,844.0,6.333333333333333
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,full_selected_context,6,1.0,0.5,0.5952380952380952,0.09894368858654573,0.1890482563724616,0.3458333333333334,21.88083333333333,42.18959761731784,18237.0,6.5
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,oracle_upper_bound,6,1.0,0.16666666666666666,0.5,0.068369708994709,0.1678661608447317,0.49722222222222223,22.52866666666667,29.746497703676265,18966.0,7.166666666666667
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,random_code_same_budget,6,1.0,0.0,0.5476190476190476,0.09389219576719576,0.15354934420749833,0.4351851851851852,25.626500000000004,28.995898893271203,23193.0,6.833333333333333
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_only,6,1.0,0.6666666666666666,0.4047619047619047,0.026455026455026454,0.1439616600006197,0.42857142857142855,14.438333333333333,35.90281114339553,255.0,5.333333333333333
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_plus_code,6,1.0,0.3333333333333333,0.5,0.11507936507936507,0.18233367208391082,0.48750000000000004,24.980166666666666,34.32825904951263,17089.0,7.0
Asitha123__Java-Spring-boot-Student-Management-System,file_tree_only,6,1.0,0.6666666666666666,0.5,0.009259259259259259,0.16167280338120202,0.6160714285714285,12.475499999999998,37.28289628352226,223.0,5.833333333333333
Asitha123__Java-Spring-boot-Student-Management-System,full_selected_context,6,1.0,0.3333333333333333,0.8333333333333334,0.22337962962962965,0.22168042401079036,0.3125,17.807,50.501132286087774,13587.0,5.333333333333333
Asitha123__Java-Spring-boot-Student-Management-System,oracle_upper_bound,6,1.0,0.3333333333333333,0.7083333333333334,0.2881944444444445,0.23435917139151718,0.375,18.230833333333333,46.987609793094975,14321.0,4.666666666666667
Asitha123__Java-Spring-boot-Student-Management-System,random_code_same_budget,6,1.0,0.5,0.5833333333333334,0.1909722222222222,0.19196713834982393,0.5972222222222222,19.1955,41.14339596413624,13579.0,6.0
