repo,condition,rows,parse_ok,actor_recall,use_case_recall,path_fidelity,behavior_coverage,unsupported_feature_rate,elapsed_sec,composite_score,artifact_chars,predicted_use_cases
4jean__lav_sms,file_tree_only,10,1.0,0.525,0.2,0.03666666666666667,0.07783719776658252,0.704484126984127,10.7848,22.356050029990804,4907.0,7.0
4jean__lav_sms,full_selected_context,10,0.7,0.35,0.16363636363636364,0.03184523809523809,0.08412064617762513,0.45476190476190476,35.6087,20.07836813422282,50449.0,5.0
4jean__lav_sms,models_services,10,1.0,0.4,0.18181818181818182,0.008666666666666666,0.10695977229082292,0.7,11.2852,19.141366281332044,6218.0,6.4
4jean__lav_sms,readme_only,10,0.9,0.425,0.2,0.005,0.0848695570819663,0.6082142857142857,12.9746,20.79090049908664,3576.0,6.8
4jean__lav_sms,readme_plus_code,10,0.7,0.3,0.12727272727272726,0.05970238095238095,0.0843912082958736,0.49376984126984125,26.6286,17.976762785332767,39648.0,4.8
4jean__lav_sms,readme_plus_tree,10,0.8,0.4,0.17272727272727273,0.01517857142857143,0.07146592119854757,0.5535714285714286,14.310200000000004,19.8853005062899,8485.0,5.8
4jean__lav_sms,routes_controllers,10,0.9,0.5,0.1727272727272727,0.11986111111111111,0.12347290730761465,0.6332142857142856,22.956599999999998,23.962627520148132,30026.0,5.7
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,10,0.9,0.5,0.25714285714285706,0.11319444444444442,0.13798768034042502,0.6728174603174603,10.8563,26.605529490820665,844.0,6.7
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,full_selected_context,10,1.0,0.3,0.5714285714285714,0.09001984126984128,0.17725900534245354,0.42976190476190473,16.003899999999998,36.16166285791458,18821.0,7.2
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,models_services,10,1.0,0.4,0.3571428571428571,0.0768095238095238,0.13932387791566642,0.6773809523809524,15.340800000000002,27.352239121115947,9266.0,7.4
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_only,10,1.0,0.3,0.27142857142857135,0.08392857142857142,0.1513888136503059,0.5505952380952381,5.235,23.94345125237363,255.0,4.6
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_plus_code,10,1.0,0.5,0.5714285714285714,0.08808531746031746,0.18058604515196625,0.465,15.794500000000003,39.820497026485846,17957.0,7.5
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_plus_tree,10,1.0,0.4,0.3142857142857142,0.08715277777777777,0.12871612800525967,0.6223015873015872,8.3913,26.450781602618576,1101.0,6.3
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,routes_controllers,10,0.7,0.2,0.3571428571428571,0.08218253968253969,0.13212806286806827,0.3525,13.4578,26.600571736671817,9831.0,5.1
Asitha123__Java-Spring-boot-Student-Management-System,file_tree_only,10,1.0,0.6,0.3,0.0,0.14429909064474006,0.6863492063492063,6.6414,27.800994296179034,223.0,5.4
Asitha123__Java-Spring-boot-Student-Management-System,full_selected_context,10,1.0,0.5,0.825,0.35486111111111107,0.19984746725059904,0.22000000000000003,11.610000000000003,56.76993423098121,14176.0,4.3
Asitha123__Java-Spring-boot-Student-Management-System,models_services,10,0.9,0.5,0.65,0.14444444444444443,0.1405250766448535,0.44535714285714284,13.853099999999998,43.29319360999026,10520.0,5.5
Asitha123__Java-Spring-boot-Student-Management-System,readme_only,10,1.0,0.5,0.35,0.016666666666666666,0.15693620742931036,0.6691666666666667,6.596900000000001,28.245709778106324,595.0,5.3
