model,best_condition,composite_score,use_case_recall,path_fidelity,unsupported_feature_rate,elapsed_sec
deepseek-coder:6.7b,file_tree_only,25.798213246606785,0.25018464990891465,0.0671875,0.4520833333333333,22.496125000000003
llama3.2:3b,readme_only,26.605014376299728,0.2728942319934967,0.04344742063492064,0.5298115079365079,19.660125
qwen2.5:3b,readme_only,36.96772139484483,0.41993781341207814,0.041156462585034005,0.3723958333333333,31.214937499999998
