match_threshold,condition,rows,parse_ok,use_case_recall,path_fidelity,unsupported_feature_rate,composite_score
0.2,file_tree_only,18,0.7777777777777778,0.4444444444444444,0.01874779541446208,0.5810185185185185,27.689095196123635
0.2,full_selected_context,18,0.7777777777777778,0.4444444444444444,0.03921957671957672,0.6083333333333333,28.489783032140988
0.2,oracle_upper_bound,18,0.7222222222222222,0.5185185185185186,0.12196428571428568,0.5833333333333334,31.43737290948512
0.2,random_code_same_budget,18,0.9444444444444444,0.3425925925925926,0.024384920634920634,0.5168650793650794,27.395662180380288
0.2,readme_only,18,0.8888888888888888,0.5092592592592592,0.023972663139329806,0.5462962962962963,31.517737729821242
0.2,readme_plus_code,18,0.8333333333333334,0.4629629629629629,0.03172178130511463,0.5902777777777778,30.50925338777292
0.24,file_tree_only,18,0.7777777777777778,0.33333333333333337,0.022914462081128746,0.6851851851851851,22.857664926562002
0.24,full_selected_context,18,0.7777777777777778,0.34259259259259256,0.04703703703703704,0.7055555555555555,23.945417151708643
0.24,oracle_upper_bound,18,0.7222222222222222,0.4166666666666667,0.1436485890652557,0.6597222222222222,27.68900077111818
0.24,random_code_same_budget,18,0.9444444444444444,0.2685185185185185,0.027546296296296298,0.6160714285714285,23.728832524245473
0.24,readme_only,18,0.8888888888888888,0.4074074074074074,0.03160493827160494,0.625,27.575597672396785
0.24,readme_plus_code,18,0.8333333333333334,0.3240740740740741,0.032552910052910056,0.7361111111111112,24.081084903227698
0.28,file_tree_only,18,0.7777777777777778,0.2314814814814815,0.02482363315696649,0.7847222222222222,18.47568156507137
0.28,full_selected_context,18,0.7777777777777778,0.2499999999999999,0.06210317460317459,0.7930555555555556,20.391739273247612
0.28,oracle_upper_bound,18,0.7222222222222222,0.3333333333333333,0.15699294532627867,0.7291666666666666,24.38344798079309
0.28,random_code_same_budget,18,0.9444444444444444,0.21296296296296294,0.0294753086419753,0.662037037037037,21.30341054523949
0.28,readme_only,18,0.8888888888888888,0.33333333333333337,0.03306878306878307,0.6805555555555556,24.502540691381725
0.28,readme_plus_code,18,0.8333333333333334,0.2129629629629629,0.037138447971781306,0.8402777777777778,19.352178194805305
0.32,file_tree_only,18,0.7777777777777778,0.2314814814814815,0.02482363315696649,0.7847222222222222,18.47568156507137
0.32,full_selected_context,18,0.7777777777777778,0.24074074074074067,0.06179453262786595,0.8,19.958844829816773
0.32,oracle_upper_bound,18,0.7222222222222222,0.3333333333333333,0.15699294532627867,0.7291666666666666,24.38344798079309
0.32,random_code_same_budget,18,0.9444444444444444,0.2037037037037037,0.0294753086419753,0.6712962962962963,20.778465718824076
0.32,readme_only,18,0.8888888888888888,0.3148148148148148,0.033156966490299825,0.7175925925925926,23.224945732892454
0.32,readme_plus_code,18,0.8333333333333334,0.20370370370370364,0.03864638447971781,0.8472222222222222,19.077624191951987
0.36,file_tree_only,18,0.7777777777777778,0.15740740740740738,0.02414756025867137,0.8611111111111112,14.953825541853824
0.36,full_selected_context,18,0.7777777777777778,0.18518518518518517,0.06477072310405643,0.8416666666666667,17.732034768672314
0.36,oracle_upper_bound,18,0.7222222222222222,0.22222222222222218,0.15983245149911815,0.8263888888888888,19.638915786929207
0.36,random_code_same_budget,18,0.9444444444444444,0.10185185185185185,0.02685185185185185,0.8541666666666666,14.642778540613367
0.36,readme_only,18,0.8888888888888888,0.19444444444444442,0.04162257495590829,0.8310185185185186,17.874420145729825
0.36,readme_plus_code,18,0.8333333333333334,0.1759259259259259,0.036992945326278656,0.8680555555555556,17.865486979771322
0.4,file_tree_only,18,0.7777777777777778,0.15740740740740738,0.02414756025867137,0.8611111111111112,14.953825541853824
0.4,full_selected_context,18,0.7777777777777778,0.17592592592592593,0.06477072310405643,0.8486111111111111,17.294445737333284
0.4,oracle_upper_bound,18,0.7222222222222222,0.22222222222222218,0.15983245149911815,0.8263888888888888,19.638915786929207
0.4,random_code_same_budget,18,0.9444444444444444,0.10185185185185185,0.02685185185185185,0.8541666666666666,14.642778540613367
0.4,readme_only,18,0.8888888888888888,0.18518518518518517,0.04162257495590829,0.837962962962963,17.466807542283888
0.4,readme_plus_code,18,0.8333333333333334,0.1759259259259259,0.036992945326278656,0.8680555555555556,17.865486979771322
