model,condition,rows,parse_ok,actor_recall,use_case_recall,path_fidelity,behavior_coverage,unsupported_feature_rate,elapsed_sec,composite_score,artifact_chars,predicted_use_cases
deepseek-coder:6.7b,file_tree_only,16,1.0,0.415625,0.25018464990891465,0.0671875,0.12708892220854037,0.4520833333333333,22.496125000000003,25.798213246606785,1817.0625,4.6875
deepseek-coder:6.7b,full_selected_context,16,0.625,0.26041666666666663,0.17419871794871794,0.07328869047619048,0.06759093957841533,0.6936011904761905,40.7686875,16.848914459976598,33163.5625,2.25
deepseek-coder:6.7b,oracle_upper_bound,16,0.5,0.1875,0.17673992673992675,0.05638020833333333,0.0632125965703819,0.7677083333333333,47.0330625,14.334607217786498,35080.75,2.4375
deepseek-coder:6.7b,random_code_same_budget,16,0.625,0.3541666666666667,0.21786286630036633,0.05474781295093795,0.10098074634753544,0.5651041666666667,37.39,21.667159441411282,25254.4375,3.0
deepseek-coder:6.7b,readme_only,16,0.6875,0.3375,0.20299538084464555,0.021638257575757575,0.09599531216600286,0.5104166666666667,21.7465625,20.623366496901124,3490.4375,2.75
deepseek-coder:6.7b,readme_plus_code,16,0.5625,0.21875,0.16028502747252746,0.04680555555555555,0.05042739121503107,0.7543154761904761,38.3545625,14.134343178970276,28448.0,2.1875
llama3.2:3b,file_tree_only,16,1.0,0.31666666666666665,0.25097234260837203,0.04114583333333333,0.09768924233924604,0.7076388888888889,23.997000000000003,20.329231737492826,1817.0625,7.9375
llama3.2:3b,full_selected_context,16,0.9375,0.4000000000000001,0.27663950632700635,0.07355152288188004,0.11540851346898384,0.5434804778554778,31.7994375,25.449736102562795,33163.5625,5.1875
llama3.2:3b,oracle_upper_bound,16,0.9375,0.28854166666666664,0.19533799533799537,0.10555555555555557,0.1218019264966028,0.6,32.0710625,20.54580317872332,35080.75,4.0
llama3.2:3b,random_code_same_budget,16,0.9375,0.21041666666666667,0.17681693306693305,0.04735863095238095,0.13383246430253998,0.5677083333333333,24.784250000000004,17.674502240928376,25254.4375,3.75
llama3.2:3b,readme_only,16,1.0,0.4916666666666667,0.2728942319934967,0.04344742063492064,0.10996997265737841,0.5298115079365079,19.660125,26.605014376299728,3490.4375,5.8125
