condition,rows,parse_ok,actor_recall,use_case_recall,path_fidelity,behavior_coverage,unsupported_feature_rate,elapsed_sec,composite_score,artifact_chars,predicted_use_cases
file_tree_only,128,1.0,0.47682291666666676,0.26856197953394634,0.09432393127705625,0.1161367271750257,0.5720114087301588,20.577343749999997,26.84454306288638,1817.0625,6.3828125
full_selected_context,128,0.921875,0.5528645833333334,0.3666678756292727,0.12821905445022078,0.13018400395289154,0.4915802730255856,41.33496874999999,33.49200573173314,33163.5625,6.1484375
oracle_upper_bound,128,0.9296875,0.5122395833333333,0.3750708276098901,0.16429742994893665,0.14364969300444239,0.4590339781746032,44.128382812499986,34.222624845312154,35080.75,6.0234375
random_code_same_budget,128,0.9453125,0.4354166666666668,0.3304797836966955,0.12925984876668475,0.14458812356302123,0.5253224206349206,36.57706250000001,29.775920385147497,25254.4375,6.1171875
readme_only,128,0.9609375,0.5764322916666669,0.30951373228487217,0.03542786864982736,0.11796765835081292,0.48580419146825393,20.06615625,29.98165679688005,3490.4375,5.7890625
readme_plus_code,128,0.921875,0.5351562499999999,0.37430143003442623,0.12439954290191456,0.13829007204435503,0.47990141369047623,37.68492968749999,33.56700285300378,28448.0,6.21875
