match_threshold,condition,rows,parse_ok,use_case_recall,path_fidelity,unsupported_feature_rate,composite_score
0.2,file_tree_only,128,1.0,0.4541726770472176,0.08436538703628546,0.2686259920634921,35.97133226735148
0.2,full_selected_context,128,0.921875,0.5046756207946466,0.12240804321649741,0.2810063634282384,40.110547453029774
0.2,oracle_upper_bound,128,0.9296875,0.5050927205453859,0.15341994730736364,0.2658544146825397,40.23374544023246
0.2,random_code_same_budget,128,0.9453125,0.49770284097030437,0.11482877845740569,0.27407614087301585,37.63876229112499
0.2,readme_only,128,0.9609375,0.45494617973937823,0.0357842887983792,0.24334697420634918,37.32901989622045
0.2,readme_plus_code,128,0.921875,0.515100972097755,0.1068853766056612,0.2609281994047619,40.117825342177916
0.24,file_tree_only,128,1.0,0.3766715094035868,0.08820893351027276,0.4076605902777778,32.014688734281336
0.24,full_selected_context,128,0.921875,0.45527847994529974,0.12362341661727819,0.3676626325063825,37.61509441692861
0.24,oracle_upper_bound,128,0.9296875,0.4628824721540715,0.15949595672391428,0.34228670634920627,38.20204048972442
0.24,random_code_same_budget,128,0.9453125,0.4374816704435271,0.12113928500298479,0.3764229910714285,34.70684921147561
0.24,readme_only,128,0.9609375,0.3987390213952713,0.034872650291177074,0.33326512896825394,34.47955119692079
0.24,readme_plus_code,128,0.921875,0.46763392474559745,0.11375089181032262,0.34109933035714307,37.8629594952331
0.28,file_tree_only,128,1.0,0.26856197953394634,0.09432393127705625,0.5720114087301588,26.84454306288638
0.28,full_selected_context,128,0.921875,0.3666678756292727,0.12821905445022078,0.4915802730255856,33.49200573173314
0.28,oracle_upper_bound,128,0.9296875,0.3750708276098901,0.16429742994893665,0.4590339781746032,34.222624845312154
0.28,random_code_same_budget,128,0.9453125,0.3304797836966955,0.12925984876668475,0.5253224206349206,29.775920385147497
0.28,readme_only,128,0.9609375,0.30951373228487217,0.03542786864982736,0.48580419146825393,29.98165679688005
0.28,readme_plus_code,128,0.921875,0.37430143003442623,0.12439954290191456,0.47990141369047623,33.56700285300378
0.32,file_tree_only,128,1.0,0.25940083583695706,0.094286263866342,0.5920851934523809,26.218445366657537
0.32,full_selected_context,128,0.921875,0.3511917501922098,0.13370348863582682,0.5208988494144744,32.742512290595904
0.32,oracle_upper_bound,128,0.9296875,0.35629716101912795,0.16359244684300486,0.48803633432539684,33.167892616253305
0.32,random_code_same_budget,128,0.9453125,0.31849795042579976,0.1275589651698748,0.540296378968254,29.155114476827123
0.32,readme_only,128,0.9609375,0.30001958825488245,0.03392484615768656,0.5079396081349206,29.354828700898956
0.32,readme_plus_code,128,0.921875,0.362534030767027,0.1242098835667474,0.4962100074404762,32.982757992441734
0.36,file_tree_only,128,1.0,0.15297425077985735,0.08854845422228233,0.771741691468254,20.50667882149905
0.36,full_selected_context,128,0.921875,0.2722130772107794,0.13365359825669534,0.6248019992160617,29.05866225776989
0.36,oracle_upper_bound,128,0.9296875,0.28776290345683725,0.16695316593335566,0.5757595486111111,30.08632504142197
0.36,random_code_same_budget,128,0.9453125,0.2444747730823098,0.13888678686041972,0.6409722222222222,25.843406925264034
0.36,readme_only,128,0.9609375,0.21351718899972572,0.03491456336322408,0.6430586557539681,25.070708593346282
0.36,readme_plus_code,128,0.921875,0.27026600084964064,0.12366244288119285,0.6179361979166668,28.60777179513012
0.4,file_tree_only,128,1.0,0.15102112577985735,0.08789741255561566,0.7728577628968254,20.396777622437696
0.4,full_selected_context,128,0.921875,0.2664252452510725,0.13150175053844138,0.6332004367160617,28.69366986848677
0.4,oracle_upper_bound,128,0.9296875,0.2786669213139801,0.16353301295265582,0.5858506944444444,29.53564948422858
0.4,random_code_same_budget,128,0.9453125,0.23845442624165047,0.13932210638753614,0.6505518353174603,25.50428504108736
0.4,readme_only,128,0.9609375,0.21090391685520354,0.034133313363224074,0.6511966765873015,24.84911100191354
0.4,readme_plus_code,128,0.921875,0.26369691888993374,0.12243321421055794,0.6265299479166667,28.21363175653526
