repo,condition,rows,parse_ok,actor_recall,use_case_recall,path_fidelity,behavior_coverage,unsupported_feature_rate,elapsed_sec,composite_score,artifact_chars,predicted_use_cases
RameshMF__library-management-system,random_code_same_budget,8,1.0,0.6875,0.5416666666666666,0.3219444444444444,0.21461174764695382,0.48288690476190477,30.072375,47.53752938930749,9121.0,6.625
RameshMF__library-management-system,readme_only,8,1.0,0.375,0.3125,0.07013888888888889,0.14753222527626528,0.6888392857142857,14.205875,25.164868299778902,245.0,5.375
RameshMF__library-management-system,readme_plus_code,8,0.875,0.625,0.47916666666666663,0.2583333333333333,0.20843155471000457,0.5919642857142857,26.890500000000003,41.64433046350722,6756.0,6.375
SkyCascade__SkyLearn,file_tree_only,8,1.0,0.4375,0.11057692307692309,0.17172619047619045,0.13247780394346315,0.5555555555555556,22.155249999999995,22.48632762081251,1315.0,6.625
SkyCascade__SkyLearn,full_selected_context,8,0.875,0.625,0.12499999999999999,0.11796585111317252,0.09730728890779924,0.59375,48.85875,24.75642635588044,47261.0,5.75
SkyCascade__SkyLearn,oracle_upper_bound,8,0.875,0.625,0.13942307692307693,0.09954133168418881,0.10960369443177112,0.46875,47.874500000000005,26.327189742468036,47400.0,6.0
SkyCascade__SkyLearn,random_code_same_budget,8,0.875,0.46875,0.07211538461538461,0.11808035714285714,0.13254274534845187,0.7222222222222222,36.11525,19.02656456240016,25452.0,6.625
SkyCascade__SkyLearn,readme_only,8,1.0,0.71875,0.1826923076923077,0.05326052295918367,0.14810735974621886,0.27604166666666663,20.654374999999998,31.29563495794106,3850.0,6.25
SkyCascade__SkyLearn,readme_plus_code,8,0.875,0.625,0.1971153846153846,0.12045647804576375,0.1404836541857204,0.303125,47.33862500000001,30.884172835239543,39670.0,6.25
abdulwahid880__School-Management-system-in-laravel-,file_tree_only,8,1.0,0.4791666666666667,0.17857142857142855,0.05495535714285714,0.07229643304089939,0.659375,25.55,21.423136971803967,4967.0,7.0
