model,best_condition,composite_score,use_case_recall,path_fidelity,unsupported_feature_rate,elapsed_sec
qwen2.5-coder:1.5b,full_selected_context,30.695556664104814,0.2740884115884116,0.11348389024170275,0.5614583333333334,6.766124999999999
qwen2.5-coder:3b,readme_plus_code,35.31738286998636,0.3871761816614758,0.18114741161616163,0.5015625,12.611937500000002
qwen2.5-coder:7b,readme_plus_code,39.55651996278515,0.4558258224618518,0.1444898603380746,0.37008928571428573,22.343249999999998
