match_threshold,condition,rows,parse_ok,use_case_recall,path_fidelity,unsupported_feature_rate,composite_score
0.32,full_selected_context,48,0.9791666666666666,0.3483423949416596,0.1513825193903319,0.5394345238095238,32.41823708757577
0.32,models_services,48,1.0,0.2688924433409727,0.10088541666666666,0.6432622354497355,26.002571787998306
0.32,oracle_upper_bound,48,1.0,0.3720478153382565,0.1830106299674752,0.44489914021164023,34.72427682148438
0.32,random_code_same_budget,48,1.0,0.32563166000666,0.14306707326238577,0.5662367724867724,29.15315492824334
0.32,readme_only,48,1.0,0.2847486561640974,0.012140752765752764,0.5654017857142858,29.212746868807034
0.32,readme_plus_code,48,0.9583333333333334,0.3581077215268392,0.157307018240798,0.5165426587301588,33.49992557763286
0.32,readme_plus_tree,48,1.0,0.30233298156092275,0.06492325465539753,0.5400049603174604,30.11232301924287
0.32,routes_controllers,48,0.9583333333333334,0.2693236093971388,0.1303723995911496,0.6087053571428571,25.5820705084006
0.36,bm25_retrieved_code,48,0.9166666666666666,0.2704107779475426,0.12484311117123618,0.6377968674843674,26.58066096909371
0.36,file_tree_only,48,1.0,0.15244421632289273,0.06075217702821869,0.7986607142857144,18.23852583774465
0.36,full_selected_context,48,0.9791666666666666,0.2775564100931747,0.14995634491170207,0.6236276455026455,29.215201823770347
0.36,models_services,48,1.0,0.2062334418032947,0.09624669312169311,0.7298941798941799,22.698158246162375
0.36,oracle_upper_bound,48,1.0,0.29601724868268986,0.18649665948029046,0.5397404100529101,31.325836065410186
0.36,random_code_same_budget,48,1.0,0.25597128565878563,0.1566966352513228,0.6523396164021165,26.263289377795136
0.36,readme_only,48,1.0,0.2019299736211501,0.012965593434343434,0.6833085317460318,25.214244181260995
0.36,readme_plus_code,48,0.9583333333333334,0.26895056536600653,0.1441240727141025,0.6254464285714285,29.111058835365352
0.36,readme_plus_tree,48,1.0,0.22011092461460105,0.05659884345152203,0.6525545634920635,25.978557122563085
0.36,routes_controllers,48,0.9583333333333334,0.21005340656075944,0.13849210107022605,0.7103505291005291,22.649898494539972
0.4,bm25_retrieved_code,48,0.9166666666666666,0.26179699589626054,0.11558385191197691,0.6553563912938912,25.712592768721734
0.4,file_tree_only,48,1.0,0.1472358829895594,0.05901606591710757,0.8016369047619047,17.96492712742719
0.4,full_selected_context,48,0.9791666666666666,0.2678837910455557,0.14840955258365973,0.6356068121693123,28.699387633703974
0.4,models_services,48,1.0,0.19942254436739726,0.09768518518518517,0.7377066798941799,22.38427868907945
0.4,oracle_upper_bound,48,1.0,0.28872558201602316,0.18632304836917932,0.5475529100529101,30.962978504064722
0.4,random_code_same_budget,48,1.0,0.2510109681984682,0.15869729662698415,0.6618882275132275,25.95922853123429
0.4,readme_only,48,1.0,0.2019299736211501,0.012965593434343434,0.6833085317460318,25.193053413287135
0.4,readme_plus_code,48,0.9583333333333334,0.25996475950520065,0.14788564678817656,0.6389880952380953,28.698001085237845
0.4,readme_plus_tree,48,1.0,0.22011092461460105,0.05659884345152203,0.6525545634920635,25.978557122563085
0.4,routes_controllers,48,0.9583333333333334,0.20404379117614405,0.13894679683742184,0.7181630291005291,22.356316786895764
